261, 153
32, 330
51, 343
233, 91
150, 322
90, 42
250, 31
351, 83
141, 273
172, 340
180, 201
50, 91
262, 270
303, 271
363, 322
303, 42
160, 222
132, 160
151, 173
233, 212
393, 201
30, 112
250, 152
291, 153
62, 330
2, 50
81, 343
103, 102
263, 91
53, 281
180, 322
120, 42
171, 273
243, 112
41, 163
13, 101
333, 271
393, 322
333, 42
263, 212
92, 330
111, 343
133, 102
83, 281
201, 273
13, 222
71, 163
163, 102
113, 281
302, 180
11, 233
360, 121
392, 110
290, 62
240, 241
110, 131
360, 242
332, 180
390, 121
202, 70
260, 11
193, 21
320, 62
110, 252
270, 241
292, 0
311, 13
140, 131
10, 21
390, 242
323, 252
362, 180
381, 193
193, 142
210, 311
232, 70
22, 260
283, 301
223, 21
350, 62
80, 201
140, 252
300, 241
322, 0
341, 13
112, 190
10, 142
170, 131
271, 183
100, 301
40, 21
293, 201
100, 72
141, 73
353, 252
223, 142
80, 322
262, 70
281, 83
52, 260
93, 32
253, 21
313, 301
170, 252
211, 253
371, 13
142, 190
183, 191
40, 142
293, 322
301, 183
12, 80
53, 81
130, 301
70, 21
130, 72
383, 252
171, 73
0, 191
253, 142
82, 260
101, 273
183, 312
123, 32
343, 301
241, 253
53, 202
213, 191
70, 142
42, 80
83, 81
201, 73
13, 22
213, 312
153, 32
83, 202
113, 81
21, 263
370, 151
240, 41
113, 202
252, 280
310, 221
370, 272
122, 170
342, 210
240, 162
190, 341
212, 100
231, 113
110, 52
270, 41
330, 92
60, 231
352, 110
310, 342
282, 280
222, 0
323, 52
340, 221
20, 51
273, 231
152, 170
372, 210
210, 111
143, 121
270, 162
22, 60
220, 341
242, 100
261, 113
32, 290
140, 52
300, 41
90, 231
131, 3
20, 172
340, 342
312, 280
293, 1
331, 293
353, 52
50, 51
143, 242
182, 170
173, 121
300, 162
30, 301
52, 60
250, 341
272, 100
291, 113
62, 290
103, 291
43, 11
170, 52
103, 62
120, 231
221, 283
161, 3
293, 122
243, 301
50, 172
91, 173
383, 52
173, 242
43, 132
203, 121
82, 60
101, 73
92, 290
133, 291
73, 11
133, 62
251, 283
191, 3
3, 181
121, 173
203, 242
73, 132
3, 302
163, 291
33, 181
290, 251
21, 63
380, 181
33, 302
360, 202
373, 141
63, 181
320, 251
380, 302
342, 10
361, 23
190, 141
60, 31
280, 71
373, 262
63, 302
390, 202
260, 321
193, 331
260, 92
72, 270
292, 310
273, 31
190, 262
350, 251
372, 10
391, 23
162, 200
181, 213
60, 152
220, 141
280, 192
10, 331
32, 90
51, 103
90, 31
150, 82
172, 100
273, 152
223, 331
331, 93
102, 270
322, 310
143, 42
303, 31
363, 311
363, 82
93, 221
220, 262
192, 200
211, 213
90, 152
250, 141
40, 331
62, 90
81, 103
120, 31
180, 82
243, 101
303, 152
0, 151
93, 342
132, 270
151, 283
173, 42
333, 31
393, 311
393, 82
123, 221
250, 262
2, 160
241, 213
120, 152
53, 162
70, 331
92, 90
111, 103
243, 222
0, 272
41, 273
13, 211
333, 152
123, 342
203, 42
153, 221
23, 111
83, 162
13, 332
71, 273
153, 342
23, 232
113, 162
360, 2
392, 220
380, 102
110, 241
330, 281
110, 12
200, 171
310, 302
323, 241
390, 2
193, 131
210, 71
292, 110
311, 123
22, 20
283, 61
140, 241
200, 292
140, 12
181, 13
222, 310
10, 131
230, 171
340, 302
381, 303
100, 61
193, 252
353, 241
210, 192
223, 131
283, 182
80, 82
322, 110
341, 123
112, 300
52, 20
93, 21
131, 313
313, 61
10, 252
170, 241
230, 292
192, 0
211, 13
1, 203
40, 131
293, 311
100, 182
293, 82
130, 61
223, 252
383, 241
281, 193
93, 142
253, 131
313, 182
43, 321
371, 123
142, 300
82, 20
161, 313
123, 21
183, 72
343, 61
40, 252
241, 13
12, 190
31, 203
70, 131
130, 182
0, 72
253, 252
123, 142
343, 182
73, 321
191, 313
153, 21
213, 72
70, 252
3, 262
42, 190
61, 203
21, 23
153, 142
23, 32
33, 262
382, 150
252, 40
370, 261
370, 32
330, 81
63, 262
310, 102
342, 320
282, 40
323, 41
361, 333
212, 210
231, 223
330, 202
60, 341
60, 112
321, 153
352, 220
200, 92
150, 271
222, 110
20, 161
273, 341
340, 102
372, 320
312, 40
353, 41
391, 333
143, 231
363, 271
160, 171
242, 210
261, 223
233, 161
90, 341
30, 61
90, 112
131, 113
351, 153
103, 51
230, 92
20, 282
180, 271
1, 3
221, 43
50, 161
303, 341
243, 61
160, 292
383, 41
173, 231
233, 282
393, 271
30, 182
272, 210
291, 223
2, 120
43, 121
103, 172
263, 161
120, 341
161, 113
133, 51
50, 282
31, 3
243, 182
251, 43
333, 341
43, 242
203, 231
263, 282
73, 121
133, 172
191, 113
3, 62
163, 51
61, 3
290, 11
73, 242
163, 172
302, 250
11, 303
33, 62
360, 191
290, 132
380, 291
320, 11
360, 312
332, 250
373, 251
373, 22
63, 62
390, 191
202, 140
260, 81
320, 132
361, 133
72, 30
190, 22
350, 11
280, 181
390, 312
362, 250
150, 71
260, 202
232, 140
350, 132
80, 271
162, 310
102, 30
181, 323
391, 133
363, 71
280, 302
220, 22
10, 212
51, 213
271, 253
150, 192
141, 143
172, 210
180, 71
262, 140
303, 141
363, 192
93, 331
160, 92
192, 310
132, 30
211, 323
151, 43
233, 82
393, 71
183, 261
250, 22
40, 212
81, 213
301, 253
53, 151
180, 192
171, 143
0, 261
41, 33
333, 141
393, 192
123, 331
241, 323
263, 82
53, 272
213, 261
70, 212
111, 213
83, 151
201, 143
13, 321
13, 92
71, 33
153, 331
